id,name,shortName,tla,crest,address,website,founded,clubColors,venue,lastUpdated
250,Real Valladolid CF,Valladolid,VDD,https://crests.football-data.org/250.png,"Avenida del Mundial, 82 Valladolid 47014",http://www.realvalladolid.es,1928.0,Violet / White,Estadio Municipal José Zorrilla,2022-02-19T09:12:57Z
254,CD Tenerife,CD Tenerife,TEN,https://crests.football-data.org/254.png,"Callejon del Combate, 1 Santa Cruz de Tenerife 38002",http://www.clubdeportivotenerife.es,1912.0,White / Blue,Estadio Heliodoro Rodríguez Lopéz,2022-02-19T08:50:55Z
258,Real Murcia CF,Real Murcia,MUR,http://upload.wikimedia.org/wikipedia/de/a/ae/Real_Murcia.svg,"Avenida del Estadio, s/n Murcia 30110",http://www.realmurcia.es,1908.0,Red / White,Estadio Nueva Condomina,2020-04-16T04:12:07Z
260,CD Numancia,Numancia,NUM,https://crests.football-data.org/260.png,"Avenida de Mariano Vicén, 16 Soria 42003",http://www.cdnumancia.com,1945.0,Red / Blue,Nuevo Estadio Los Pajaritos,2024-07-29T17:17:15Z
263,Deportivo Alavés,Alavés,ALA,https://crests.football-data.org/263.png,"Mendizorroza, Paseo Cervantes, s/n Vitoria 01007",http://www.alaves.com,1921.0,Blue / White,Estadio de Mendizorroza,2022-02-19T08:23:45Z
264,Cádiz CF,Cádiz CF,CAD,https://crests.football-data.org/264.png,"Plaza de Madrid, s/n Cádiz 11010",http://www.cadizcf.com,1910.0,Yellow / Blue,Estadio Ramón de Carranza,2022-02-19T08:55:59Z
267,UD Almería,Almería,ALM,https://crests.football-data.org/267.png,"Calle Alcalde Santiago Martínez Cabrejas, 5 Almería 04007",http://www.udalmeriasad.com,1989.0,Red / White,Estadio de los Juegos Mediterráneos,2022-08-16T12:47:01Z
268,Deportivo Xerez,,XER,https://crests.football-data.org/268.png,null null null,,,,,2023-06-09T15:55:16Z
269,Hércules de Alicante CF,Hércules,HER,http://upload.wikimedia.org/wikipedia/en/8/8a/H%C3%A9rcules_cf_200px.png,"Calle Foguerer Romeu Zarandieta, s/n Alicante 03005",http://www.herculesdealicantecf.net,1922.0,Blue / White,Estadio José Rico Pérez,2020-04-16T04:12:16Z
270,Mérida AD,Mérida,MER,https://crests.football-data.org/270.png,Villafranca de los Barros Mérida 06800,http://www.admerida.es,1912.0,,Estadio Romano,2023-01-11T08:20:06Z
272,Extremadura CF,,,https://crests.football-data.org/272.png,null null null,,,,,2023-09-04T09:56:53Z
275,UD Las Palmas,Las Palmas,LPA,https://crests.football-data.org/275.png,"Calle Pío XII, 29 Las Palmas de Gran Canaria 35005",http://www.udlaspalmas.es,1949.0,Yellow / Blue,Estadio de Gran Canaria,2022-02-19T08:43:46Z
278,SD Eibar,Eibar,EIB,https://crests.football-data.org/278.png,"Ipurua Kalea, 2 Eibar 20600",http://www.sdeibar.com,1940.0,Red / Blue,Estadio Municipal de Ipurúa,2024-07-29T17:11:28Z
279,CD Toledo,Toledo,TOL,https://crests.football-data.org/279.png,Salto del Caballo s/n Toledo 45003,http://www.cdtoledo.es,1928.0,Green / White,,2023-09-04T09:58:32Z
280,Club Lleida Esportiu,Lleida,LLE,https://crests.football-data.org/280.png,null Lleida null,http://www.lleidaesportiu.cat,1939.0,,Camp d'Esports de Lleida,2023-01-11T08:20:04Z
281,Ath Madrid B,,ATL,https://crests.football-data.org/281.png,null null null,,,,,2023-09-04T10:10:55Z
284,Orense,,,https://crests.football-data.org/284.png,null null null,,,,,2023-09-04T10:05:57Z
285,Elche CF,Elche,ELC,https://crests.football-data.org/285.png,"Avenida Manuel Martínez Valero, 3 Elche 03208",http://www.elchecf.es,1923.0,White / Green,Estadio Manuel Martínez Valero,2022-02-24T07:42:28Z
286,SD Ponferradina,Ponferradina,PON,https://crests.football-data.org/286.png,"Calle El Toralín, s/n Ponferrada 24404",http://www.sdponferradina.com,1922.0,Blue / White,Estadio El Toralín,2022-02-19T09:34:03Z
289,Real Madrid Castilla,Madrid Castilla,CAS,https://crests.football-data.org/289.png,null null null,,,,,2025-02-18T17:56:47Z
295,Córdoba CF,Córdoba,COR,https://crests.football-data.org/295.png,Avenida del Arcángel s/n Córdoba 14010,http://www.cordobacf.com,1954.0,White / Green,Estadio Nuevo Arcángel,2023-07-31T12:05:06Z
298,Girona FC,Girona,GIR,https://crests.football-data.org/298.png,"Avinguda de Montilivi, 141 Girona 17003",http://www.gironafc.cat,1930.0,Red / White / Blue,Estadi Municipal de Montilivi,2022-08-16T12:47:06Z
299,SD Huesca,Huesca,HUE,https://crests.football-data.org/299.png,"Calle Cocoron, s/n Huesca 22004",http://www.sdhuesca.es,1910.0,Crimson / Navy Blue,Estadio El Alcoraz,2024-07-29T17:11:21Z
300,FC Cartagena,Cartagena,CAR,https://crests.football-data.org/300.png,Avenida Dr. Luis Calandre s/n Cartagena 30205,http://www.futbolclubcartagena.com,1995.0,White / Black,Estadio Municipal Cartagonova,2022-07-26T17:35:10Z
302,FC Villarreal B,Villarreal B,VIL,https://crests.football-data.org/302.png,null Villarreal null,,,,,2022-08-18T17:32:18Z
303,FC Barcelona B,FC Barcelona B,FCB,https://crests.football-data.org/303.png,Avenida Arístides Maillol s/n Barcelona 08028,http://www.fcbarcelona.com,1899.0,Red / Navy Blue / Orange,Mini Estadi,2024-07-29T17:17:36Z
304,AD Alcorcón,AD Alcorcón,ALC,https://crests.football-data.org/304.png,"Avenida Pablo Iglesias, s/n Alcorcón 28922",http://www.adalcorcon.com,1971.0,Yellow / Blue,Estadio Santo Domingo,2023-07-06T17:32:33Z
314,Écija Balompié,,ÉCI,https://crests.football-data.org/314.png,null Balompié null,,,,,2023-09-04T10:07:14Z
322,Hull City AFC,Hull City,HUL,https://crests.football-data.org/322.png,Walton Street Hull HU3 6HU,http://www.hullcitytigers.com,1904.0,Orange / Black,Kingston Communications Stadium,2022-02-22T14:19:00Z
325,Portsmouth FC,Portsmouth,POR,https://crests.football-data.org/325.png,Frogmore Road Portsmouth PO4 8RA,http://www.portsmouthfc.co.uk,1898.0,Blue / White,Fratton Park,2024-08-27T19:14:22Z
328,Burnley FC,Burnley,BUR,https://crests.football-data.org/328.png,Harry Potts Way Burnley BB10 4BX,http://www.burnleyfootballclub.com,1881.0,Claret / Sky Blue,Turf Moor,2022-02-10T19:24:11Z
332,Birmingham City FC,Birmingham,BIR,https://crests.football-data.org/332.png,St. Andrew's Stadium Birmingham B9 4RL,http://www.bcfc.com,1875.0,Blue / White,St Andrew's Trillion Trophy Stadium,2022-02-20T08:43:10Z
336,Blackpool FC,Blackpool,BLA,https://crests.football-data.org/336.png,"Bloomfield Road, Seasiders Way Blackpool FY1 6JJ",http://www.blackpoolfc.co.uk,1887.0,Orange / White,Bloomfield Road,2022-02-10T19:11:47Z
338,Leicester City FC,Leicester City,LEI,https://crests.football-data.org/338.png,"The Walkers Stadium, Filbert Way Leicester LE2 7FL",http://www.lcfc.com,1884.0,Royal Blue / White,King Power Stadium,2022-02-10T19:48:23Z
340,Southampton FC,Southampton,SOU,https://crests.football-data.org/340.png,Britannia Road Southampton SO14 5FP,http://www.saintsfc.co.uk,1885.0,Red / White / Black,St. Mary's Stadium,2022-02-10T19:48:04Z
341,Leeds United FC,Leeds United,LEE,https://crests.football-data.org/341.png,Elland Road Leeds LS11 0ES,http://www.leedsunited.com,1904.0,White / Blue,Elland Road,2022-02-10T19:27:14Z
342,Derby County FC,Derby County,DER,https://crests.football-data.org/342.png,Pride Park Derby DE24 8XL,http://www.dcfc.co.uk,1884.0,White / Black,iPro Stadium,2022-10-28T10:49:53Z
343,Middlesbrough FC,Middlesbrough,MID,https://crests.football-data.org/343.png,Riverside Stadium Middlesbrough TS3 6RS,http://www.mfc.co.uk,1876.0,Red / White,Riverside Stadium,2022-02-19T08:58:41Z
345,Sheffield Wednesday FC,Sheffield Wed,SHE,https://crests.football-data.org/345.png,"Hillsborough Sheffield, Yorkshire S6 1SW",http://www.swfc.co.uk,1820.0,Blue / White / Black,Hillsborough Stadium,2022-02-19T08:58:10Z
346,Watford FC,Watford,WAT,https://crests.football-data.org/346.png,Vicarage Road Watford WD18 0ER,http://www.watfordfc.com,1881.0,Yellow / Black,Vicarage Road Stadium,2022-07-26T17:53:47Z
347,AFC Wimbledon,AFC Wimbledon,WMB,https://crests.football-data.org/347.png,"Jack Goodchild Way, 422a Kingston Road Kingston upon Thames KT1 3PB",http://www.afcwimbledon.co.uk,2002.0,Blue / Yellow,Kiyan Prince Foundation Stadium,2023-03-05T07:34:27Z
348,Charlton Athletic FC,Charlton,CHA,https://crests.football-data.org/348.png,"Floyd Road, Charlton London SE7 8BL",http://www.cafc.co.uk,1905.0,Red / White,The Valley,2022-02-19T09:03:24Z
349,Ipswich Town FC,Ipswich Town,IPS,https://crests.football-data.org/349.png,Portman Road Ipswich IP1 2DA,http://www.itfc.co.uk,1887.0,Blue / White,Portman Road Stadium,2022-10-28T10:50:05Z
351,Nottingham Forest FC,Nottingham,NOT,https://crests.football-data.org/351.png,"Pavilion Road, West Bridgeford Nottingham NG2 5GJ",http://www.nottinghamforest.co.uk,1865.0,Red / White,The City Ground,2022-07-26T17:53:21Z
354,Crystal Palace FC,Crystal Palace,CRY,https://crests.football-data.org/354.png,Whitehorse Lane London SE25 6PU,http://www.cpfc.co.uk,1905.0,Red / Blue,Selhurst Park,2022-02-10T19:22:36Z
355,Reading FC,Reading,REA,https://crests.football-data.org/355.png,Junction 11 M4 Reading RG2 0FL,http://www.readingfc.co.uk,1871.0,Blue / White,Madejski Stadium,2022-07-26T17:53:40Z
356,Sheffield United FC,Sheffield Utd,SHE,https://crests.football-data.org/356.png,"Bramall Lane Sheffield, Yorkshire S2 4SU",http://www.sufc.co.uk,,Red / White / Black,Bramall Lane,2024-07-29T17:17:53Z
357,Barnsley FC,Barnsley,BAR,https://crests.football-data.org/357.png,Grove Street Barnsley S71 1ET,http://www.barnsleyfc.co.uk,1887.0,Red / White,Oakwell Stadium,2022-02-20T08:42:50Z
361,Rochdale AFC,Rochdale,ROC,https://crests.football-data.org/361.png,Spotland Stadium Rochdale OL11 5DS,http://www.rochdaleafc.co.uk,1907.0,Blue / Black,Crown Oil Arena,2023-03-21T12:41:29Z
363,Chesterfield FC,Chesterfield,CHE,https://crests.football-data.org/363.png,"1866 Sheffield Road, Whittington Moor Chesterfield, Derbyshire S41 8NZ",http://www.chesterfield-fc.co.uk,1866.0,Blue / White,Proact Stadium,2024-07-29T17:18:04Z
365,Colchester United FC,Colchester Utd,COL,https://crests.football-data.org/365.png,Weston Homes Community Stadium Colchester CO4 5UP,http://www.cu-fc.com,1937.0,Blue / White,JobServe Community Stadium,2023-03-05T07:35:40Z
366,Torquay United FC,Torquay,TOR,https://crests.football-data.org/366.png,Plainmoor Torquay TQ1 3PS,http://www.torquayunited.com,1899.0,Yellow / Blue,Plainmoor Ground,2022-10-28T10:49:47Z
369,Walsall FC,Walsall,WAL,https://crests.football-data.org/369.png,"Bescot Crescent Walsall, West Midlands WS1 4SA",http://www.saddlers.co.uk,1888.0,Red / White,The Banks's Stadium,2023-03-05T07:35:33Z
370,Gillingham FC,Gillingham,GIL,https://crests.football-data.org/370.png,Redfern Avenue Gillingham ME7 4DD,http://www.gillinghamfootballclub.com,1893.0,Blue / White,MEMS Priestfield Stadium,2022-10-28T10:55:09Z
371,Hartlepool,,,,null null null,,,,,2021-07-05T15:34:21Z
372,Hereford FC,Hereford,HER,https://crests.football-data.org/372.png,Edgar Street Hereford HR4 9UJ,http://www.herefordfc.co.uk,1924.0,White / Black,Edgar Street Athletic Ground,2022-10-28T10:53:56Z
376,Northampton Town FC,Northampton,NOR,https://crests.football-data.org/376.png,Upton Way Northampton NN5 5QA,http://www.ntfc.co.uk,1897.0,Claret / White,Sixfields Stadium,2024-11-22T12:49:26Z
384,Millwall FC,Millwall,MIL,https://crests.football-data.org/384.png,Zampa Road London SE16 3LN,http://www.millwallfc.co.uk,1885.0,Blue / White,The Den,2022-02-19T09:00:14Z
385,Rotherham United FC,Rotherham Utd,ROT,https://crests.football-data.org/385.png,New York Way Rotherham S60 1AH,http://www.themillers.co.uk,1870.0,Red / White,New York Stadium,2022-02-25T16:43:19Z
387,Bristol City FC,Bristol City,BRI,https://crests.football-data.org/387.png,Ashton Gate Bristol BS3 2EJ,http://www.bcfc.co.uk,1894.0,Red / White,Ashton Gate Stadium,2024-07-29T17:18:14Z
389,Luton Town FC,Luton Town,LUT,https://crests.football-data.org/389.png,1 Maple Road Luton LU4 8AW,http://www.lutontown.co.uk,1885.0,White / Navy Blue / Orange,Kenilworth Road Stadium,2022-02-19T08:50:08Z
391,Notts County FC,Notts County,NOT,https://crests.football-data.org/391.png,Meadow Lane Nottingham NG2 3HJ,http://www.nottscountyfc.co.uk,1862.0,Black / White,Meadow Lane Stadium,2023-09-18T10:12:47Z
393,Port Vale FC,Port Vale,PVL,https://crests.football-data.org/393.png,"Hamil Road, Burslem Stoke-on-Trent ST6 1AW",http://www.port-vale.co.uk,1876.0,White / Black,Vale Park,2023-03-05T07:35:27Z
394,Huddersfield Town AFC,Huddersfield,HUD,https://crests.football-data.org/394.png,Stadium Way Huddersfield HD1 6PX,http://www.htafc.com,1908.0,Blue / White,The John Smith's Stadium,2022-02-10T19:15:53Z
396,Stockport County FC,Stockport,STO,https://crests.football-data.org/396.png,Hardcastle Road Stockport SK3 9DD,http://www.stockportcounty.com,1883.0,Blue / White,Edgeley Park,2022-06-27T08:54:27Z
397,Brighton & Hove Albion FC,Brighton Hove,BHA,https://crests.football-data.org/397.png,44 North Road Brighton & Hove BN1 1YR,http://www.seagulls.co.uk,1898.0,Blue / White,The American Express Community Stadium,2024-07-29T17:18:23Z
399,Leyton Orient FC,Leyton Orient,LEY,https://crests.football-data.org/399.png,Brisbane Road Leyton E10 5NE,http://www.leytonorient.com,1881.0,Black / Red,Gaughan Group Stadium,2024-11-13T12:59:21Z
400,Bristol Rovers FC,Bristol Rovers,BRI,https://crests.football-data.org/400.png,"Filton Avenue, Horfield Bristol BS7 0BF",http://www.bristolrovers.co.uk,1883.0,Blue / White,Memorial Stadium,2023-03-21T12:14:42Z
402,Brentford FC,Brentford,BRE,https://crests.football-data.org/402.png,Braemar Road Brentford TW8 0NT,http://www.brentfordfc.co.uk,1889.0,Red / White / Black,Griffin Park,2022-04-03T16:24:00Z
404,Wrexham AFC,Wrexham,WRE,https://crests.football-data.org/404.png,"Racecourse Ground, Mold Road Wrexham LL11 2AH",http://www.wrexhamafc.co.uk,1864.0,Red / White,Racecourse Ground,2023-09-18T10:13:25Z
409,Milton Keynes Dons FC,Milton Keynes,MKD,https://crests.football-data.org/409.png,Stadium Way West Milton Keynes MK 1ST,http://www.mkdons.com,1889.0,White / Red,Stadium mk,2022-10-28T10:52:07Z
411,Cheltenham Town FC,Cheltenham T,CHE,https://crests.football-data.org/411.png,Whaddon Road Cheltenham GL52 5NA,http://www.ctfc.com,1892.0,,Jonny-Rocks Stadium,2022-10-28T10:52:32Z
431,SSC Bari,Bari,BAR,https://crests.football-data.org/431.png,via Sparano da Bari 162 Bari 70124,http://www.fcbari1908.club,1908.0,White / Red,Stadio Comunale San Nicola,2022-10-19T16:24:12Z
436,AS Livorno Calcio,Livorno,LIV,https://crests.football-data.org/436.png,"Via Indipendenza, 16 Livorno 57126",http://www.livornocalcio.it,1915.0,Maroon / Black,Stadio Armando Picchi,2024-07-29T17:18:32Z
445,Empoli FC,Empoli,EMP,https://crests.football-data.org/445.png,Piazza Matteotti Empoli 50053,http://www.empolicalcio.net,1920.0,Blue / White,Stadio Carlo Castellani,2025-02-17T16:53:08Z
446,Ascoli Calcio 1898 FC,Ascoli,ASC,https://crests.football-data.org/446.png,Corso V. Emanuele 21 Ascoli 63100,http://www.ascolipicchio.com,1898.0,White / Black,Stadio Cino e Lillo Del Duca,2022-03-20T17:53:33Z
447,ACR Messina,,MES,https://crests.football-data.org/447.png,null null null,,,,,2022-09-02T10:35:47Z
448,ACD Treviso,Treviso,ACD,https://crests.football-data.org/448.png,null null null,,,,,2023-09-04T13:08:07Z
449,Brescia Calcio,Brescia,BRS,https://crests.football-data.org/449.png,"Via Novagani, 8 Brescia 25127",http://www.bresciacalcio.it,1907.0,Blue / White,Stadio Mario Rigamonti,2022-02-19T08:57:28Z
450,Hellas Verona FC,Verona,HVE,https://crests.football-data.org/450.png,"Via Evangelista Torricelli, 37 Verona 37136",http://www.hellasverona.it,1903.0,Yellow / Blue,Stadio Marc'Antonio Bentegodi,2022-02-19T08:54:02Z
451,L.R. Vicenza Virtus,Vicenza Virtus,VIC,https://crests.football-data.org/451.png,"Via Schio, 21 Vicenza 36100",http://www.lrvicenza.net/,1902.0,Red / White,Stadio Romeo Menti,2021-10-30T08:18:45Z
452,AC Perugia Calcio,Perugia,PER,https://crests.football-data.org/452.png,Via Piero Conti 65 Perugia 06125,http://www.acperugiacalcio.com,1905.0,Red / White,Stadio Renato Curi,2022-07-26T17:27:43Z
453,Piacenza Calcio 1919,Piacenza,PIA,https://crests.football-data.org/453.png,Via Gorra 25 Piacenza 29100,http://www.piacenzacalcio.it,1919.0,Red / White / Black,Stadio Leonardo Garilli,2022-09-02T10:18:28Z
454,Venezia FC,Venezia FC,VEN,https://crests.football-data.org/454.png,"Viale Ancona, 43 Venezia 30172",http://www.veneziafc.club,1907.0,Orange / Black / Green,Stadio Pierluigi Penzo,2022-02-20T08:41:04Z
455,US Salernitana 1919,Salernitana,SAL,https://crests.football-data.org/455.png,"Via San Leonardo, 51 Salerno 84131",http://www.ussalernitana1919.it,1919.0,,Stadio Arechi,2022-02-19T09:10:52Z
457,US Cremonese,Cremonese,CRE,https://crests.football-data.org/457.png,"Via Persico, 19 Cremona 26100",http://www.uscremonese.it,1903.0,Red / Grey,Stadio Giovanni Zin,2022-03-20T17:53:13Z
458,Padova Calcio,Padova,PAD,https://crests.football-data.org/458.png,"Via Sorio, 43 Padova 35137",http://www.padovacalcio.it,1910.0,White / Red,Stadio Comunale Euganeo,2024-07-29T17:18:42Z
460,Modena FC 2018,Modena,MOD,https://crests.football-data.org/460.png,"Piazzale Monte Kosika, 130 Modena 41100",http://www.modenafc.net,1912.0,Yellow / Blue,Stadio Alberto Braglia,2024-07-29T17:18:51Z
461,Ancona 1905,,ANC,https://crests.football-data.org/461.png,null Ancona null,,,,,2023-06-19T12:24:39Z
464,UC AlbinoLeffe,AlbinoLeffe,ALB,https://crests.football-data.org/464.png,"Viale G.Cesare, 18 Bergamo 24021",http://www.albinoleffe.com,1998.0,Sky Blue / Navy Blue,Stadio Atleti Azzurri d'Italia,2022-09-02T10:18:22Z
465,Gallipoli,,,,null null null,,,,,2021-07-05T17:06:18Z
466,AS Cittadella,Cittadella,CIT,https://crests.football-data.org/466.png,"Via Dante Alighieri, 27 Cittadella 35013",http://www.ascittadella.it,1920.0,Maroon / White,Stadio Pier Cesare Tombolato,2022-02-19T08:49:50Z
470,Frosinone Calcio,Frosinone,FRO,https://crests.football-data.org/470.png,"Via Marittima, 2 Frosinone 03100",http://www.frosinonecalcio.com,1912.0,Yellow / Blue,Stadio Benito Stirpe,2022-03-20T17:51:41Z
471,US Sassuolo Calcio,Sassuolo,SAS,https://crests.football-data.org/471.png,"Piazza Risorgimento, 47 Sassuolo 41049",http://www.sassuolocalcio.it,1920.0,Green / Black,Mapei Stadium - Città del Tricolore,2024-04-09T16:20:13Z
472,FC Crotone,Crotone,CRO,https://crests.football-data.org/472.png,Via Cutro Crotone 88900,http://www.fccrotone.it,1923.0,Blue / Red,Stadio Ezio Scida,2022-03-20T17:52:58Z
479,Ternana Calcio,Ternana,TRN,https://crests.football-data.org/479.png,Via Aleardi 10 Terni 05100,http://www.ternanacalcio.com,1925.0,Green / Red,Stadio Libero Liberati,2022-07-26T17:26:12Z
486,Calcio Avellino SSD,Avellino,AVE,http://upload.wikimedia.org/wikipedia/de/a/ab/AS_Avellino.png,Piazza Liberta 63 Avellino 83100,https://www.avellinossd.it/,1912.0,Green / White,Stadio Partenio,2021-02-06T18:09:09Z
487,AC Pisa 1909,AC Pisa,PIS,https://crests.football-data.org/487.png,Piazza della Stazione 22 (scala A) Pisa null,http://www.pisachannel.tv,1909.0,Blue / Black,Arena Garibaldi - Stadio Romeo Anconetani,2022-02-21T18:51:34Z
488,Spezia Calcio,Spezia Calcio,SPE,https://crests.football-data.org/488.png,"Via Dei Pioppi, ingresso 1 La Spezia 19123",http://www.acspezia.com,1906.0,White / Black,Stadio Alberto Picco,2024-07-29T17:15:13Z
489,SS Arezzo,Arezzo,ARE,https://crests.football-data.org/489.png,Viale Gramsci Arezzo 52100,http://www.ssarezzo.it/,1923.0,Burgundy / Black,Stadio Città di Arezzo,2023-08-10T14:16:14Z
490,US Catanzaro,Catanzaro,CAT,https://crests.football-data.org/490.png,"Via Pugliese, 30 Catanzaro 88100",http://www.uscatanzaro1929.com,1919.0,Yellow / Red,Stadio Nicola Ceravolo,2023-07-31T12:05:16Z
492,Portogruaro,,,,null null null,,,,,2021-07-05T17:13:48Z
496,Rio Ave FC,Rio Ave,RIO,https://crests.football-data.org/496.png,"Praça da República, n.º35, Apartado 42 Vila do Conde 4481-909",http://www.rioave-fc.pt,1939.0,Green / White,Estádio do Rio Ave Futebol Clube,2022-07-26T17:38:50Z
498,Sporting Clube de Portugal,Sporting CP,SPO,https://crests.football-data.org/498.png,"Edifício Visconde de Alvalade, Apartado 42099 Lisboa 1601-801",http://www.sporting.pt,1906.0,Green / White,Estádio José Alvalade,2022-07-26T17:38:53Z
499,SC Olhanense,Olhanense,OLH,https://crests.football-data.org/499.png,"Estádio José Arcanjo, Apartado 104 Olhão 8700",http://www.scolhanense.com,1912.0,Black / Red,Estádio José Arcanjo,2024-07-29T17:15:19Z
503,FC Porto,Porto,FCP,https://crests.football-data.org/503.png,"Estádio do Dragão, Entrada Poente - Piso 3 Porto 4350-451",http://www.fcporto.pt,1893.0,Blue / White,Estádio Do Dragão,2022-02-10T19:26:43Z
507,FC Paços de Ferreira,Paços Ferreira,PAÇ,https://crests.football-data.org/507.png,"Rua do Estadio, Apartado 26 Paços de Ferreira 4594-909",http://www.fcpf.pt,1950.0,Green / Yellow,Estádio da Capital do Móvel,2022-07-26T17:38:58Z
508,UD Leiria,Leiria,LEI,https://crests.football-data.org/508.png,"Estádio Dr. Magalhães Pessoa, Apartado 3074 Leiria 2400",http://www.udl.leirianet.pt,1966.0,White,,2023-09-02T13:17:46Z
510,AC Ajaccio,AC Ajaccio,ACA,https://crests.football-data.org/510.png,Route du Vazzio Ajaccio 20090,http://www.ac-ajaccio.com,1910.0,White / Red,Stade François Coty,2022-02-19T09:03:14Z
511,Toulouse FC,Toulouse,TOU,https://crests.football-data.org/511.png,"1 allée Gabriel Biénèsm, BP 54023 Toulouse 31028",http://www.tfc.info,1937.0,Violet / White,Stadium Municipal,2022-02-20T08:39:56Z
512,Stade Brestois 29,Brest,BRE,https://crests.football-data.org/512.png,"Port de Plaisance, 470 bis rue Alain Colas Brest 29200",http://www.stade-brestois.com,1903.0,White / Red,Stade Francis-Le Blé,2022-02-19T08:43:14Z
514,SM Caen,SM Caen,SMC,https://crests.football-data.org/514.png,Boulevard G. Pompidou Caen 14000,http://www.smcaen.fr,1892.0,Red / Blue,Stade Michel d'Ornano,2022-02-19T08:59:48Z
515,Valenciennes FC,Valenciennes,VFC,https://crests.football-data.org/515.png,"1, Avenue de Reims Valenciennes 59300",http://www.va-fc.com,1913.0,Red / White,Stade du Hainaut,2022-06-19T00:04:06Z
516,Olympique de Marseille,Marseille,MAR,https://crests.football-data.org/516.png,"La Commanderie, 33, traverse de La Martine Marseille 13012",http://www.om.net,1898.0,White / Blue,Orange Vélodrome,2022-02-19T08:35:12Z
517,FC Sochaux-Montbéliard,Sochaux,FCS,https://crests.football-data.org/517.png,Impasse Forge Montbéliard 25200,http://www.fcsochaux.fr,1930.0,Yellow / Navy Blue,Stade Auguste-Bonal,2022-06-19T00:03:50Z
518,Montpellier HSC,Montpellier,MON,https://crests.football-data.org/518.png,Domaine de Grammont CS 79041 Montpellier 34967,http://www.mhscfoot.com,1970.0,Blue / Orange,Stade de la Mosson,2022-02-19T08:47:35Z
519,AJ Auxerre,Auxerre,AJA,https://crests.football-data.org/519.png,Route de Vaux BP 349 Auxerre 89006,http://www.aja.fr,1905.0,White / Blue,Stade de l'Abbé Deschamps,2022-07-26T18:03:55Z
520,AS Nancy-Lorraine,Nancy,ASN,https://crests.football-data.org/520.png,90 Boulevard Jean Jaurès Tomblaine 54510,http://www.asnl.net,1967.0,Red / White,Stade Marcel-Picot (annexe 2),2023-03-05T07:39:57Z
521,Lille OSC,Lille,LIL,https://crests.football-data.org/521.png,"Grand Rue 59, 780 Camphin-en-Pévèle Lille null",http://www.losc.fr,1944.0,White / Red,Stade Pierre-Mauroy,2024-07-29T17:19:48Z
522,OGC Nice,Nice,NIC,https://crests.football-data.org/522.png,"35, avenue du Ray Nice 06100",http://www.ogcnice.com,1904.0,Red / Black,Stade de Nice,2022-02-19T08:51:11Z
